Brand Name,Generic Name,Number of Manufacturers,Total Spending,Total Dosage Units,Total Claims,"Total 
Beneficiaries",Average Spending Per Dosage Unit (Weighted),"Average 
Spending Per Claim","Average 
Spending Per Beneficiary","Outlier 
Flag",Change in Average Spending Per Dosage Unit (2017-2018)
Octreotide Acetate,Octreotide Acetate,7,"$6,544,769.96","681,050","14,452","3,261",$13.65,$452.86,"$2,006.98",0,-9.84%
Ocuflox,Ofloxacin,1,"$15,276.35",915,175,141,$16.70,$87.29,$108.34,0,9.06%
Odefsey,Emtricitab/Rilpiviri/Tenof Ala,1,"$317,347,399.72","3,516,177","111,039","12,493",$90.25,"$2,857.98","$25,402.02",0,6.98%
Odomzo,Sonidegib Phosphate,1,"$11,624,006.34","32,166","1,083",233,$361.38,"$10,733.15","$49,888.44",0,6.38%
Ofev,Nintedanib Esylate,1,"$618,635,441.84","3,940,272","66,472","9,834",$157.00,"$9,306.71","$62,907.81",0,6.01%
Ofloxacin*,Ofloxacin,9,"$33,271,447.20","7,189,724","1,191,443","882,184",$4.29,$27.93,$37.71,0,-9.42%
Ogestrel,Norgestrel-Ethinyl Estradiol,1,"$68,062.50","58,112","1,249",237,$1.17,$54.49,$287.18,0,-4.07%
Okebo,Doxycycline Monohydrate,1,"$3,505.74","1,048",25,17,$3.35,$140.23,$206.22,1, 
Olanzapine ODT,Olanzapine,12,"$26,842,671.45","6,489,186","192,664","34,704",$4.13,$139.32,$773.47,0,-8.93%
Olanzapine*,Olanzapine,17,"$85,805,307.68","119,426,242","3,351,786","434,309",$0.78,$25.60,$197.57,0,2.92%
Olanzapine-Fluoxetine HCl,Olanzapine/Fluoxetine HCl,4,"$5,079,263.87","509,056","12,159","2,145",$10.07,$417.74,"$2,367.96",0,0.04%
Olmesartan Medoxomil,Olmesartan Medoxomil,15,"$93,350,735.40","85,949,563","1,418,157","371,959",$1.09,$65.83,$250.97,0,-63.26%
Olmesartan-Amlodipine-HCTZ,Olmesartan/Amlodipin/HCThiazid,4,"$29,173,767.99","7,904,098","138,913","30,555",$3.69,$210.01,$954.80,0,-13.21%
Olmesartan-Hydrochlorothiazide,Olmesartan/Hydrochlorothiazide,7,"$49,138,129.58","42,395,308","700,911","182,970",$1.17,$70.11,$268.56,0,-63.74%
Olopatadine HCl*,Olopatadine HCl,11,"$90,138,685.38","5,464,625","1,056,764","373,412",$23.58,$85.30,$241.39,0,-9.51%
Olumiant,Baricitinib,1,"$2,023,222.78","29,070",829,379,$69.60,"$2,440.56","$5,338.32",0, 
Olux,Clobetasol Propionate,1,"$96,811.71","11,102",104,38,$8.72,$930.88,"$2,547.68",0,6.84%
Olux-E,Clobetasol Propionate/Emoll,1,"$48,058.04","5,200",45,29,$9.24,"$1,067.96","$1,657.17",0,11.85%
Omeclamox-Pak,Omeprazole/Clarith/Amoxicillin,1,"$179,439.50","22,016",272,272,$8.15,$659.70,$659.70,0,6.00%
Omega-3 Acid Ethyl Esters,Omega-3 Acid Ethyl Esters,8,"$213,945,768.72","222,826,739","1,431,706","320,495",$0.96,$149.43,$667.55,0,-15.82%
Omeprazole,Omeprazole,21,"$389,696,704.42","1,869,528,675","29,428,270","6,772,513",$0.21,$13.24,$57.54,0,-0.46%
Omeprazole-Sodium Bicarbonate,Omeprazole/Sodium Bicarbonate,13,"$187,064,605.64","4,362,022","86,736","22,670",$43.30,"$2,156.71","$8,251.64",0,-16.78%
Omnaris,Ciclesonide,2,"$1,677,479.65","81,513","4,546","1,341",$20.56,$369.00,"$1,250.92",0,11.92%
Omnipod,Insulin Pump Cartridge,1,"$10,091,626.07","217,033","7,534","3,146",$46.50,"$1,339.48","$3,207.76",0,5.59%
Omnipod,Subcutaneous Insulin Pump,1,"$686,622.77","1,669","1,669","1,639",$411.40,$411.40,$418.93,0, 
Omnipred,Prednisolone Acetate,1,"$27,052.44","1,635",192,113,$16.55,$140.90,$239.40,0,12.24%
Omnitrope,Somatropin,1,"$6,975,889.91","15,336","4,118",526,$481.53,"$1,694.00","$13,262.15",1,7.48%
Ondansetron HCl,Ondansetron HCl/PF,12,"$245,929.95","544,480","22,577","10,303",$0.48,$10.89,$23.87,0,-9.10%
Ondansetron HCl*,Ondansetron HCl,31,"$45,483,010.33","101,336,705","2,905,762","1,503,558",$0.45,$15.65,$30.25,0,0.24%
Ondansetron ODT,Ondansetron,7,"$36,491,121.96","60,696,104","2,125,149","1,334,966",$0.60,$17.17,$27.33,0,-6.00%
Onexton,Clindamycin Phos/Benzoyl Perox,1,"$223,738.42","21,200",402,256,$10.55,$556.56,$873.98,0,9.74%
Onfi,Clobazam,1,"$147,816,517.22","7,088,631","102,050","11,083",$22.81,"$1,448.47","$13,337.23",0,12.46%
Onglyza,Saxagliptin HCl,1,"$221,543,818.73","16,242,280","346,484","67,312",$13.64,$639.41,"$3,291.30",0,8.44%
Onivyde,Irinotecan Liposomal,1,"$487,575.54","2,480",51,14,$196.60,"$9,560.30","$34,826.82",0, 
Onmel,Itraconazole,1,"$8,869.51",227,13,11,$39.07,$682.27,$806.32,1,6.70%
Onzetra Xsail,Sumatriptan Succinate,1,"$1,561,931.17","33,423","1,785",559,$46.73,$875.03,"$2,794.15",0,39.22%
Opana ER,Oxymorphone HCl,1,"$3,873,179.14","386,448","6,496","2,361",$9.60,$596.24,"$1,640.48",0,2.53%
Opana*,Oxymorphone HCl,1,"$509,174.80","41,957",342,63,$11.79,"$1,488.82","$8,082.14",0,18.29%
Opdivo,Nivolumab,1,"$33,146,375.87","123,701","3,701",577,$268.03,"$8,956.06","$57,446.06",0,1.87%
Opium Tincture,Opium Tincture,3,"$5,634,732.62","1,414,403","11,991","2,938",$3.96,$469.91,"$1,917.88",0,-2.72%
Opsumit,Macitentan,1,"$468,822,598.28","1,514,763","49,750","6,107",$309.50,"$9,423.57","$76,768.07",0,7.32%
Oracea,Doxycycline Monohydrate,1,"$4,636,936.28","210,214","4,448","1,237",$22.06,"$1,042.48","$3,748.53",0,10.11%
Oracit,Citric Acid/Sodium Citrate,1,"$11,848.67","201,716",196,61,$0.06,$60.45,$194.24,0,17.68%
Oralair,Gr Pol-Orc/Sw Ver/Rye/Kent/Tim,1,"$160,503.24","10,890",289,56,$14.74,$555.37,"$2,866.13",0,12.69%
Orap,Pimozide,1,"$77,449.78","31,472",426,71,$2.45,$181.81,"$1,090.84",0,8.75%
Orapred ODT,Prednisolone Sodium Phosphate,1,"$12,464.14",503,20,12,$24.40,$623.21,"$1,038.68",1,85.55%
Oravig,Miconazole,1,"$136,994.45","2,446",152,104,$56.01,$901.28,"$1,317.25",1,-6.92%
Orbactiv,Oritavancin Diphosphate,2,"$516,924.32","5,624",171,139,$93.99,"$3,022.95","$3,718.88",1,128.90%
Orencia,Abatacept,1,"$176,599,679.25","168,745","37,784","5,524","$1,046.78","$4,673.93","$31,969.53",0,8.18%
Orencia,Abatacept/Maltose,1,"$24,165,178.15","24,278","6,921","1,171",$995.35,"$3,491.57","$20,636.36",0,10.13%
Orencia Clickject,Abatacept,1,"$99,882,035.49","95,137","21,583","3,940","$1,049.88","$4,627.81","$25,350.77",0,8.26%
Orenitram ER,Treprostinil Diolamine,1,"$103,803,653.32","1,656,706","14,285",972,$60.52,"$7,266.62","$106,793.88",0,30.49%
Orfadin,Nitisinone,1,"$86,215.26",840,28, ,$102.64,"$3,079.12", ,1,-8.12%
Orilissa,Elagolix Sodium,1,"$138,612.38","5,684",142,84,$26.21,$976.14,"$1,650.15",0, 
Orkambi,Lumacaftor/IVacaftor,1,"$48,653,400.06","252,000","2,223",407,$193.07,"$21,886.37","$119,541.52",0,4.16%
Orphenadrine Citrate ER,Orphenadrine Citrate,4,"$2,125,651.93","3,852,795","83,640","41,482",$0.55,$25.41,$51.24,0,12.33%
Orphenadrine Citrate*,Orphenadrine Citrate,4,"$1,345,109.89","400,512","9,321","5,806",$4.21,$144.31,$231.68,0,-26.38%
Orsythia,Levonorgestrel-Ethin Estradiol,1,"$85,543.19","147,758","3,825",812,$0.58,$22.36,$105.35,0,11.01%
Ortho Micronor,Norethindrone,1,"$8,172.86","4,956",110,32,$1.65,$74.30,$255.40,0,2.69%
Ortho Tri-Cyclen,Norgestimate-Ethinyl Estradiol,1,"$17,403.95","10,136",203,64,$1.72,$85.73,$271.94,0,9.90%
Ortho Tri-Cyclen Lo,Norgestimate-Ethinyl Estradiol,1,"$88,884.84","17,080",397,83,$5.20,$223.89,"$1,070.90",0,10.25%
Ortho-Cyclen,Norgestimate-Ethinyl Estradiol,1,"$10,608.69","6,160",97,37,$1.72,$109.37,$286.72,0,16.70%
Ortho-Novum,Norethindrone-Ethinyl Estrad,1,"$16,907.06","8,736",193,41,$1.96,$87.60,$412.37,0,0.31%
Oscimin,Hyoscyamine Sulfate,1,"$2,798.39","8,708",115,60,$0.32,$24.33,$46.64,0,7.47%
Oscimin SR,Hyoscyamine Sulfate,1,"$5,722.45","8,071",111,34,$0.71,$51.55,$168.31,0,-0.06%
Oscimin Sl,Hyoscyamine Sulfate,1,"$5,508.30","16,419",202,96,$0.34,$27.27,$57.38,0,8.06%
Oseltamivir Phosphate,Oseltamivir Phosphate,10,"$157,478,496.26","16,655,096","1,603,218","1,484,714",$9.81,$98.23,$106.07,0,-8.37%
Oseni,Alogliptin Benz/Pioglitazone,1,"$1,303,357.89","108,170","2,152",475,$12.05,$605.65,"$2,743.91",0,0.48%
Osmoprep,"Sod Phosphate Mbas/Sod Phos,Di",1,"$747,660.28","110,403","3,435","3,307",$6.77,$217.66,$226.08,0,9.87%
Osphena,Ospemifene,1,"$1,398,491.91","212,468","4,221","1,747",$6.58,$331.32,$800.51,0,8.27%
Otezla,Apremilast,1,"$318,273,429.22","5,809,157","91,021","15,945",$54.81,"$3,496.70","$19,960.70",0,10.58%
Otovel,Ciprofloxacin HCl/Fluocinolone,1,"$320,302.66","18,810","1,128",930,$17.03,$283.96,$344.41,0,11.29%
Otrexup,Methotrexate/PF,1,"$7,082,869.02","17,472","8,919","1,681",$405.30,$794.13,"$4,213.49",0,7.74%
Ovide,Malathion,1,"$3,257.79",767,13,12,$4.25,$250.60,$271.48,1, 
Oxacillin,Oxacillin In Dextrose(Iso-Osm),1,"$346,890.93","787,333",449,123,$0.44,$772.59,"$2,820.25",0,-2.39%
Oxacillin Sodium*,Oxacillin Sodium,5,"$2,040,188.97","775,612","2,912",683,$3.53,$700.61,"$2,987.10",1,32.37%
Oxaliplatin,Oxaliplatin,12,"$1,356,671.74","61,019","1,419",380,$276.88,$956.08,"$3,570.19",0,-0.19%
Oxandrolone,Oxandrolone,3,"$3,290,828.77","396,429","6,015","1,036",$8.65,$547.10,"$3,176.48",0,-5.11%
Oxaprozin,Oxaprozin,6,"$4,688,178.87","2,751,944","32,705","10,056",$1.71,$143.35,$466.21,0,-15.42%
Oxaydo,Oxycodone HCl,1,"$1,485,198.06","163,000","1,898",679,$9.03,$782.51,"$2,187.33",0,7.73%
Oxazepam,Oxazepam,3,"$4,625,299.32","4,811,259","69,940","12,534",$0.95,$66.13,$369.02,0,6.80%
Oxcarbazepine,Oxcarbazepine,9,"$49,586,798.69","110,962,908","1,181,392","179,379",$0.44,$41.97,$276.44,0,2.95%
Oxiconazole Nitrate,Oxiconazole Nitrate,2,"$14,261,786.86","1,543,109","14,418","7,144",$9.18,$989.17,"$1,996.33",0,11.06%
Oxistat,Oxiconazole Nitrate,1,"$1,395,272.49","92,025","1,671","1,037",$15.21,$834.99,"$1,345.49",0,5.58%
Oxsoralen-Ultra,Methoxsalen,1,"$88,530.82","1,321",36,21,$67.02,"$2,459.19","$4,215.75",0,-12.41%
Oxtellar XR,Oxcarbazepine,1,"$15,724,058.28","1,268,719","17,348","2,636",$12.51,$906.39,"$5,965.12",0,10.82%
Oxybutynin Chloride,Oxybutynin Chloride,13,"$87,717,877.89","244,607,396","2,612,589","670,964",$0.37,$33.58,$130.73,0,-9.89%
Oxybutynin Chloride ER,Oxybutynin Chloride,15,"$164,241,494.16","159,809,354","3,201,061","724,144",$1.03,$51.31,$226.81,0,-5.62%
Oxycodone HCl,Oxycodone HCl,31,"$196,008,574.24","688,869,657","7,451,398","1,571,056",$0.28,$26.30,$124.76,0,-5.26%
Oxycodone HCl ER,Oxycodone HCl,6,"$60,826,146.52","8,627,948","136,629","35,414",$6.33,$445.19,"$1,717.57",0,-5.20%
Oxycodone HCl-Aspirin,Oxycodone HCl/Aspirin,2,"$398,322.63","512,902","5,331",959,$0.78,$74.72,$415.35,0,5.21%
Oxycodone HCl-Ibuprofen,Ibuprofen/Oxycodone HCl,1,"$12,485.11","12,173",158,62,$1.03,$79.02,$201.37,0,2.50%
Oxycodone-Acetaminophen,Oxycodone HCl/Acetaminophen,18,"$328,210,757.67","754,277,006","9,531,700","2,423,762",$0.42,$34.43,$135.41,0,1.73%
Oxycontin,Oxycodone HCl,1,"$711,006,196.30","73,171,627","1,173,380","155,978",$9.10,$605.95,"$4,558.37",0,7.08%
Oxymorphone HCl,Oxymorphone HCl,7,"$7,225,378.84","3,906,248","39,366","5,696",$1.82,$183.54,"$1,268.50",0,-5.88%
Oxymorphone HCl ER,Oxymorphone HCl,2,"$46,510,877.49","7,461,019","120,513","15,031",$6.03,$385.94,"$3,094.33",0,10.72%
Oxytrol,Oxybutynin,2,"$5,419,329.25","72,476","6,037","1,707",$74.91,$897.69,"$3,174.77",0,10.24%
Ozempic,Semaglutide,1,"$56,817,558.61","156,683","60,489","25,810",$404.74,$939.30,"$2,201.38",0, 
Ozurdex,Dexamethasone,1,"$649,803.42",477,364,221,"$1,362.27","$1,785.17","$2,940.29",0,-0.10%
PEG 3350-Electrolyte,"PEG3350/Sod Sulf,Bicarb,Cl/KCl",1,"$2,876,447.05","744,057,223","182,812","174,585",$0.00,$15.73,$16.48,0,51.64%
PEG 3350-Electrolyte,Sodium Chloride/NaHCO3/KCl/PEG,2,"$4,388,572.30","1,090,569,789","270,108","261,004",$0.00,$16.25,$16.81,0,9.76%
PEG-3350 And Electrolytes,"PEG3350/Sod Sulf,Bicarb,Cl/KCl",1,"$1,060,971.37","342,967,033","83,911","79,385",$0.00,$12.64,$13.36,0,-1.22%
PEG-3350 With Flavor Packs,Sodium Chloride/NaHCO3/KCl/PEG,1,"$11,111.41","2,714,001",663,645,$0.00,$16.76,$17.23,0,-0.20%
PEGanone,Ethotoin,1,"$326,850.96","129,792",589,70,$2.52,$554.93,"$4,669.30",0,10.26%
PEGasys,PEGinterferon Alfa-2a,1,"$10,032,882.94","7,609","2,519",379,"$1,436.43","$3,982.88","$26,471.99",0,-0.44%
PEGasys Proclick,PEGinterferon Alfa-2a,1,"$653,048.92",316,135,23,"$2,066.58","$4,837.40","$28,393.43",0,1.43%
PEGintron,PEGinterferon Alfa-2b,1,"$88,660.09",122,19, ,$726.72,"$4,666.32", ,1,117.63%
PNV 29-1,"Prenatal Vit,Calc76/Iron/Folic",1,"$29,047.38","53,972","1,077",473,$0.54,$26.97,$61.41,0,2.70%
PNV-DHA,Prenatal 47/Iron/Folate 1/DHA,1,"$10,807.18","9,248",185,64,$1.17,$58.42,$168.86,0,-23.56%
PNV-DHA + Docusate,PNV 66/Iron/Folic/Docusate/DHA,1,"$4,589.10","2,980",63,25,$1.54,$72.84,$183.56,0,6.23%
PNV-Omega,Prenatal 68/Iron/Folic No1/DHA,1,"$1,137.18",750,18, ,$1.52,$63.18, ,1, 
PNV-Select,"Prenatal,Calc.40/Iron/Folate 1",1,"$4,431.47","2,652",52,18,$1.67,$85.22,$246.19,0,-19.09%
Pacerone,Amiodarone HCl,1,"$6,833,922.66","2,352,038","47,474","18,107",$2.90,$143.95,$377.42,0,-4.66%
Paclitaxel,Paclitaxel,6,"$136,836.70","79,612","1,159",397,$1.72,$118.06,$344.68,0,1.97%
Paliperidone ER,Paliperidone,5,"$159,448,582.15","8,369,693","254,675","35,106",$19.30,$626.09,"$4,541.92",0,-8.24%
Palonosetron HCl,Palonosetron HCl,6,"$363,592.69","7,449",788,271,$50.26,$461.41,"$1,341.67",0, 
Palynziq,PEGvaliase-Pqpz,1,"$972,904.57","1,775",56,16,$666.70,"$17,373.30","$60,806.54",1, 
Pamelor,Nortriptyline HCl,1,"$2,169,382.60","55,199",705,124,$39.46,"$3,077.14","$17,495.02",0,3.14%
Pamidronate Disodium,Pamidronate Disodium,3,"$18,506.10","10,398",453,174,$4.38,$40.85,$106.36,1,-7.15%
Pancreaze,Lipase/Protease/Amylase,1,"$9,563,429.57","2,336,282","9,648","2,393",$3.55,$991.23,"$3,996.42",0,8.19%
Pandel,Hydrocortisone Probutate,1,"$93,251.17","6,960",86,49,$13.40,"$1,084.32","$1,903.09",0,9.66%
Panretin,Alitretinoin,1,"$828,129.37","9,240",147,57,$89.62,"$5,633.53","$14,528.59",0,-0.06%
Pantoprazole Sodium*,Pantoprazole Sodium,24,"$215,480,525.78","1,019,465,772","17,347,906","4,118,282",$0.21,$12.42,$52.32,0,-5.42%
Paregoric,Paregoric,1,"$319,553.56","561,227","1,230",333,$0.57,$259.80,$959.62,0,1.21%
Paricalcitol*,Paricalcitol,8,"$13,252,891.90","2,407,155","65,820","13,323",$5.44,$201.35,$994.74,0,-13.59%
Parlodel,Bromocriptine Mesylate,1,"$4,939.49",817,19, ,$5.96,$259.97, ,1,5.29%
Parnate,Tranylcypromine Sulfate,1,"$832,917.60","118,872",577,94,$7.01,"$1,443.53","$8,860.83",0,11.05%
Paroex,Chlorhexidine Gluconate,1,"$63,680.99","6,251,790","11,555","6,238",$0.01,$5.51,$10.21,0,-2.58%
Paromomycin Sulfate,Paromomycin Sulfate,2,"$140,857.96","33,829",592,475,$4.16,$237.94,$296.54,0,1.42%
Paroxetine Cr,Paroxetine HCl,1,"$5,928,783.07","1,700,591","32,747","9,563",$3.50,$181.05,$619.97,0,-4.57%
Paroxetine ER,Paroxetine HCl,5,"$16,108,436.25","4,605,755","81,487","18,224",$3.52,$197.68,$883.91,0,-5.03%
Paroxetine HCl,Paroxetine HCl,15,"$51,867,099.64","223,919,521","4,244,071","800,500",$0.23,$12.22,$64.79,0,0.39%
Paroxetine Mesylate,Paroxetine Mesylate,2,"$954,212.57","208,181","4,535","1,487",$4.59,$210.41,$641.70,0,-0.64%
Paser,Aminosalicylic Acid,1,"$7,413.74","1,110",17, ,$6.68,$436.10, ,1,-0.22%
Pataday,Olopatadine HCl,1,"$9,269,290.09","137,971","48,344","22,379",$67.18,$191.74,$414.20,0,-0.34%
Patanase,Olopatadine HCl,1,"$465,763.76","49,624","1,219",400,$9.39,$382.09,"$1,164.41",0,9.40%
Patanol,Olopatadine HCl,1,"$1,682,164.00","31,395","4,844","1,962",$53.58,$347.27,$857.37,0,8.90%
Paxil,Paroxetine HCl,1,"$4,331,061.39","1,799,495","12,219","2,488",$4.57,$354.45,"$1,740.78",0,-0.40%
Paxil Cr,Paroxetine HCl,1,"$2,809,362.39","440,095","7,674","1,217",$6.39,$366.09,"$2,308.43",0,5.48%
Pazeo,Olopatadine HCl,1,"$75,908,057.81","1,034,685","367,176","119,652",$73.36,$206.73,$634.41,0,10.83%
Pediarix,Hep B Vaccine/Dp(A)t-Polio/PF,1,"$7,298.81",40,71,53,$182.47,$102.80,$137.71,0,17.66%
Pedvaxhib,Haemph B Polysac Conj-Menin/PF,1,"$14,109.68",174,289,241,$81.32,$48.82,$58.55,0,-7.98%
Pen Needle,"Pen Needle, Diabetic",12,"$6,587,469.95","33,709,608","291,704","111,848",$0.19,$22.58,$58.90,0,9.20%
Pen Needles,"Pen Needle, Diabetic",5,"$8,337,371.58","15,177,556","127,188","41,063",$0.55,$65.55,$203.04,0,10.77%
Penicillin G Potassium,Penicillin G Potassium,3,"$1,191,505.99","376,789","2,320",708,$4.54,$513.58,"$1,682.92",0,123.46%
Penicillin G Sodium,Penicillin G Sodium,1,"$219,052.13","40,764",221,94,$5.37,$991.19,"$2,330.34",1,170.36%
Penicillin Gk-Iso-Osm Dextrose,Pen G Pot/Dextrose-Water,1,"$178,911.03","884,509",428,154,$0.20,$418.02,"$1,161.76",0,24.05%
Penicillin V Potassium,Penicillin V Potassium,7,"$5,653,007.42","22,886,765","671,907","519,166",$0.26,$8.41,$10.89,0,-1.28%
Penlac,Ciclopirox,1,"$77,710.12","1,346",193,125,$57.75,$402.64,$621.68,0,-44.79%
Pennsaid,Diclofenac Sodium,1,"$122,306,528.33","5,505,577","43,433","16,075",$22.22,"$2,815.98","$7,608.49",0,9.89%
Pentacel,"Dipht,Pert(A),Tet-Polio/Hib/PF",1,"$9,031.01",65,90,76,$140.02,$100.34,$118.83,0,15.15%
Pentam 300,Pentamidine Isethionate,1,"$12,244.94",74,58,18,$165.47,$211.12,$680.27,0,-6.79%
Pentasa,Mesalamine,1,"$95,602,559.30","17,493,489","74,752","13,888",$5.62,"$1,278.93","$6,883.82",0,12.21%
Pentazocine-Naloxone HCl,Pentazocine HCl/Naloxone HCl,2,"$2,711,534.73","1,423,801","15,379","3,540",$1.91,$176.31,$765.97,0,-1.80%
Pentips,"Pen Needle, Diabetic",1,"$163,379.81","709,053","5,896","2,914",$0.23,$27.71,$56.07,0,-8.49%
Pentoxifylline,Pentoxifylline,6,"$10,800,298.78","42,545,036","425,729","95,221",$0.25,$25.37,$113.42,0,5.61%
Pepcid,Famotidine,2,"$924,690.32","68,256",892,220,$13.39,"$1,036.65","$4,203.14",0,9.89%
Percocet,Oxycodone HCl/Acetaminophen,1,"$49,913,031.63","2,634,070","23,599","3,360",$18.77,"$2,115.05","$14,855.07",0,20.39%
Perforomist,Formoterol Fumarate,1,"$10,973,654.15","1,277,341","14,755","3,223",$8.59,$743.72,"$3,404.79",0,11.53%
Perindopril Erbumine,Perindopril Erbumine,4,"$1,444,440.51","1,980,119","25,271","5,942",$0.73,$57.16,$243.09,0,-4.08%
Periogard,Chlorhexidine Gluconate,1,"$26,152.78","2,200,157","4,146","2,340",$0.01,$6.31,$11.18,0,9.13%
Perjeta,Pertuzumab,1,"$6,603,310.21","18,074","1,179",179,$365.35,"$5,600.77","$36,890.00",0,6.79%
Permethrin,Permethrin,4,"$17,560,975.78","17,279,734","245,580","163,379",$1.02,$71.51,$107.49,0,-10.54%
Perphenazine,Perphenazine,7,"$23,577,689.22","18,562,263","276,276","34,798",$1.28,$85.34,$677.56,0,-7.49%
Perphenazine-Amitriptyline,Perphenazine/Amitriptyline HCl,1,"$3,150,364.85","2,087,880","25,382","4,499",$1.52,$124.12,$700.24,0,1.85%
Pertzye,Lipase/Protease/Amylase,1,"$2,370,528.47","475,657","1,020",259,$4.77,"$2,324.05","$9,152.62",0,18.22%
Pexeva,Paroxetine Mesylate,1,"$1,292,330.44","102,223","2,086",349,$12.67,$619.53,"$3,702.95",0,5.13%
Pfizerpen,Penicillin G Potassium,3,"$613,323.55","660,474","1,970",576,$1.32,$311.33,"$1,064.80",1,-7.52%
Phenadoz,Promethazine HCl,1,"$1,450,125.05","213,234","11,341","7,666",$6.80,$127.87,$189.16,0,-2.80%
Phenazopyridine HCl,Phenazopyridine HCl,10,"$1,201,370.51","963,039","57,609","41,964",$1.25,$20.85,$28.63,0,-9.79%
Phenelzine Sulfate,Phenelzine Sulfate,2,"$1,438,715.65","2,383,358","15,713","2,544",$0.60,$91.56,$565.53,0,0.28%
Phenergan*,Promethazine HCl,1,"$7,444.02","2,548",142,111,$3.15,$52.42,$67.06,0,-1.53%
Phenobarbital,Phenobarbital,11,"$26,320,413.56","65,938,158","584,109","67,575",$0.52,$45.06,$389.50,0,0.44%
Phenobarbital Sodium,Phenobarbital Sodium,1,"$86,948.51","3,451",122,58,$34.54,$712.69,"$1,499.11",0,-0.72%
Phenoxybenzamine HCl,Phenoxybenzamine HCl,3,"$7,166,383.81","84,827",909,250,$84.34,"$7,883.81","$28,665.54",0,1.28%
Phentolamine Mesylate,Phentolamine Mesylate,1,"$53,109.65",265,121,62,$200.41,$438.92,$856.61,1,9.63%
Phenylephrine HCl*,Phenylephrine HCl,2,"$204,400.25","15,716","4,325","3,979",$14.21,$47.26,$51.37,0,-12.06%
Phenytek,Phenytoin Sodium Extended,1,"$541,960.77","308,811","7,252","1,804",$1.81,$74.73,$300.42,0,3.81%
Phenytoin,Phenytoin,7,"$7,474,499.64","36,446,829","200,000","25,117",$0.29,$37.37,$297.59,0,2.92%
Phenytoin Sodium Extended,Phenytoin Sodium Extended,9,"$50,648,263.18","152,200,903","1,120,887","168,659",$0.35,$45.19,$300.30,0,3.08%
Phenytoin Sodium*,Phenytoin Sodium,2,"$7,297.84","23,034",187,43,$0.32,$39.03,$169.72,0,-19.90%
Philith,Norethindrone-Ethinyl Estrad,1,"$10,337.93","12,936",286,72,$0.80,$36.15,$143.58,0,5.83%
Phoslyra,Calcium Acetate,1,"$1,490,046.28","4,943,586","4,006","1,380",$0.30,$371.95,"$1,079.74",0,10.20%
Phospha 250 Neutral,"Sod Phos Di, Mono/K Phos Mono",1,"$173,216.24","438,074","3,982","1,682",$0.40,$43.50,$102.98,0,5.16%
Phosphasal,Meth/Meblue/Sod Phos/Psal/Hyos,1,"$87,586.99","34,967","1,633","1,385",$2.50,$53.64,$63.24,0,-28.56%
Phospholine Iodide,Echothiophate Iodide,1,"$388,919.38","21,191","3,911",642,$18.35,$99.44,$605.79,0,1.38%
Picato,Ingenol Mebutate,1,"$17,225,207.62","47,246","16,091","12,667",$373.87,"$1,070.49","$1,359.85",0,12.53%
Pifeltro,Doravirine,1,"$381,362.88","8,197",269,161,$46.52,"$1,417.71","$2,368.71",0, 
Pilocarpine HCl*,Pilocarpine HCl,7,"$36,368,512.33","26,219,259","310,603","88,401",$2.54,$117.09,$411.40,0,0.81%
Pimecrolimus,Pimecrolimus,1,"$6,629.32",910,16,16,$7.28,$414.33,$414.33,1, 
Pimozide,Pimozide,1,"$1,557,980.50","953,693","12,176","2,204",$1.59,$127.96,$706.89,0,-0.02%
Pimtrea,Desog-E.Estradiol/E.Estradiol,1,"$34,996.79","38,948",928,233,$0.90,$37.71,$150.20,0,19.19%
Pindolol,Pindolol,4,"$4,965,226.80","5,196,481","57,828","11,055",$0.94,$85.86,$449.14,0,-0.15%
Pioglitazone HCl,Pioglitazone HCl,16,"$52,534,768.05","164,938,755","2,643,817","606,942",$0.32,$19.87,$86.56,0,-19.79%
Pioglitazone-Glimepiride,Pioglitazone HCl/Glimepiride,2,"$2,474,591.75","252,628","4,231","1,172",$9.81,$584.87,"$2,111.43",1,1.18%
Pioglitazone-Metformin,Pioglitazone HCl/Metformin HCl,8,"$21,241,855.45","10,969,996","94,557","22,232",$1.94,$224.65,$955.46,0,-6.24%
Piperacillin-Tazobactam,Piperacillin Sodium/Tazobactam,13,"$11,819,065.01","9,072,217","60,435","19,759",$1.63,$195.57,$598.16,1,6.48%
Pirmella,Norethindrone-Ethinyl Estrad,1,"$133,400.97","250,469","5,908","1,155",$0.53,$22.58,$115.50,0,17.81%
Piroxicam,Piroxicam,10,"$6,387,627.42","4,979,526","85,770","27,818",$1.32,$74.47,$229.62,0,-9.36%
Plaquenil,Hydroxychloroquine Sulfate,1,"$4,478,271.19","493,416","5,834","1,398",$9.08,$767.62,"$3,203.34",0,6.10%
Plasma-Lyte A pH 7.4,Electrolyte-A Solution,1,"$3,094.78","210,500",29, ,$0.01,$106.72, ,1,18.92%
Plavix,Clopidogrel Bisulfate,1,"$13,313,913.96","2,085,669","41,236","8,102",$6.42,$322.87,"$1,643.29",0,1.05%
Plegridy,PEGinterferon Beta-1a,1,"$11,005,125.38","1,610","1,408",222,"$6,835.90","$7,816.14","$49,572.64",0,7.96%
Plegridy Pen,PEGinterferon Beta-1a,1,"$64,304,736.89","9,360","7,905","1,073","$6,870.18","$8,134.69","$59,929.86",0,8.12%
